,region,statistikkvariabel,tid,boligbygging
794,0 Hele landet,Boliger under arbeid,2007-09-01,39119.0
795,0 Hele landet,Boliger under arbeid,2007-10-01,39736.0
796,0 Hele landet,Boliger under arbeid,2007-11-01,39464.0
797,0 Hele landet,Boliger under arbeid,2007-12-01,38250.0
798,0 Hele landet,Boliger under arbeid,2008-01-01,38892.0
799,0 Hele landet,Boliger under arbeid,2008-02-01,38348.0
800,0 Hele landet,Boliger under arbeid,2008-03-01,38234.0
801,0 Hele landet,Boliger under arbeid,2008-04-01,37844.0
802,0 Hele landet,Boliger under arbeid,2008-05-01,38101.0
803,0 Hele landet,Boliger under arbeid,2008-06-01,37162.0
804,0 Hele landet,Boliger under arbeid,2008-07-01,36496.0
805,0 Hele landet,Boliger under arbeid,2008-08-01,36386.0
806,0 Hele landet,Boliger under arbeid,2008-09-01,36355.0
807,0 Hele landet,Boliger under arbeid,2008-10-01,36021.0
808,0 Hele landet,Boliger under arbeid,2008-11-01,36045.0
809,0 Hele landet,Boliger under arbeid,2008-12-01,35432.0
810,0 Hele landet,Boliger under arbeid,2009-01-01,35230.0
811,0 Hele landet,Boliger under arbeid,2009-02-01,34696.0
812,0 Hele landet,Boliger under arbeid,2009-03-01,34506.0
813,0 Hele landet,Boliger under arbeid,2009-04-01,34408.0
814,0 Hele landet,Boliger under arbeid,2009-05-01,33907.0
815,0 Hele landet,Boliger under arbeid,2009-06-01,33710.0
816,0 Hele landet,Boliger under arbeid,2009-07-01,33292.0
817,0 Hele landet,Boliger under arbeid,2009-08-01,33259.0
818,0 Hele landet,Boliger under arbeid,2009-09-01,33544.0
819,0 Hele landet,Boliger under arbeid,2009-10-01,33358.0
820,0 Hele landet,Boliger under arbeid,2009-11-01,33638.0
821,0 Hele landet,Boliger under arbeid,2009-12-01,33398.0
822,0 Hele landet,Boliger under arbeid,2010-01-01,33833.0
823,0 Hele landet,Boliger under arbeid,2010-02-01,33875.0
824,0 Hele landet,Boliger under arbeid,2010-03-01,34056.0
825,0 Hele landet,Boliger under arbeid,2010-04-01,34544.0
826,0 Hele landet,Boliger under arbeid,2010-05-01,34765.0
827,0 Hele landet,Boliger under arbeid,2010-06-01,31999.0
828,0 Hele landet,Boliger under arbeid,2010-07-01,32163.0
829,0 Hele landet,Boliger under arbeid,2010-08-01,32070.0
830,0 Hele landet,Boliger under arbeid,2010-09-01,32596.0
831,0 Hele landet,Boliger under arbeid,2010-10-01,32846.0
832,0 Hele landet,Boliger under arbeid,2010-11-01,33361.0
833,0 Hele landet,Boliger under arbeid,2010-12-01,33137.0
834,0 Hele landet,Boliger under arbeid,2011-01-01,34216.0
835,0 Hele landet,Boliger under arbeid,2011-02-01,34311.0
836,0 Hele landet,Boliger under arbeid,2011-03-01,35368.0
837,0 Hele landet,Boliger under arbeid,2011-04-01,36873.0
838,0 Hele landet,Boliger under arbeid,2011-05-01,37371.0
839,0 Hele landet,Boliger under arbeid,2011-06-01,37657.0
840,0 Hele landet,Boliger under arbeid,2011-07-01,37926.0
841,0 Hele landet,Boliger under arbeid,2011-08-01,38096.0
842,0 Hele landet,Boliger under arbeid,2011-09-01,38614.0
843,0 Hele landet,Boliger under arbeid,2011-10-01,39527.0
844,0 Hele landet,Boliger under arbeid,2011-11-01,39631.0
845,0 Hele landet,Boliger under arbeid,2011-12-01,39340.0
846,0 Hele landet,Boliger under arbeid,2012-01-01,39649.0
847,0 Hele landet,Boliger under arbeid,2012-02-01,39868.0
848,0 Hele landet,Boliger under arbeid,2012-03-01,40632.0
849,0 Hele landet,Boliger under arbeid,2012-04-01,40930.0
850,0 Hele landet,Boliger under arbeid,2012-05-01,41400.0
851,0 Hele landet,Boliger under arbeid,2012-06-01,41484.0
852,0 Hele landet,Boliger under arbeid,2012-07-01,41533.0
853,0 Hele landet,Boliger under arbeid,2012-08-01,41559.0
854,0 Hele landet,Boliger under arbeid,2012-09-01,41857.0
855,0 Hele landet,Boliger under arbeid,2012-10-01,41832.0
856,0 Hele landet,Boliger under arbeid,2012-11-01,42138.0
857,0 Hele landet,Boliger under arbeid,2012-12-01,41577.0
858,0 Hele landet,Boliger under arbeid,2013-01-01,41966.0
859,0 Hele landet,Boliger under arbeid,2013-02-01,42668.0
860,0 Hele landet,Boliger under arbeid,2013-03-01,42733.0
861,0 Hele landet,Boliger under arbeid,2013-04-01,43278.0
862,0 Hele landet,Boliger under arbeid,2013-05-01,43083.0
863,0 Hele landet,Boliger under arbeid,2013-06-01,42633.0
864,0 Hele landet,Boliger under arbeid,2013-07-01,42282.0
865,0 Hele landet,Boliger under arbeid,2013-08-01,42365.0
866,0 Hele landet,Boliger under arbeid,2013-09-01,42521.0
867,0 Hele landet,Boliger under arbeid,2013-10-01,43001.0
868,0 Hele landet,Boliger under arbeid,2013-11-01,42441.0
869,0 Hele landet,Boliger under arbeid,2013-12-01,41834.0
870,0 Hele landet,Boliger under arbeid,2014-01-01,41521.0
871,0 Hele landet,Boliger under arbeid,2014-02-01,41377.0
872,0 Hele landet,Boliger under arbeid,2014-03-01,41443.0
873,0 Hele landet,Boliger under arbeid,2014-04-01,41650.0
874,0 Hele landet,Boliger under arbeid,2014-05-01,42455.0
875,0 Hele landet,Boliger under arbeid,2014-06-01,41383.0
876,0 Hele landet,Boliger under arbeid,2014-07-01,41828.0
877,0 Hele landet,Boliger under arbeid,2014-08-01,41742.0
878,0 Hele landet,Boliger under arbeid,2014-09-01,41258.0
879,0 Hele landet,Boliger under arbeid,2014-10-01,41212.0
880,0 Hele landet,Boliger under arbeid,2014-11-01,40715.0
881,0 Hele landet,Boliger under arbeid,2014-12-01,40190.0
882,0 Hele landet,Boliger under arbeid,2015-01-01,40193.0
883,0 Hele landet,Boliger under arbeid,2015-02-01,39866.0
884,0 Hele landet,Boliger under arbeid,2015-03-01,40728.0
885,0 Hele landet,Boliger under arbeid,2015-04-01,41409.0
886,0 Hele landet,Boliger under arbeid,2015-05-01,40818.0
887,0 Hele landet,Boliger under arbeid,2015-06-01,40254.0
888,0 Hele landet,Boliger under arbeid,2015-07-01,40189.0
889,0 Hele landet,Boliger under arbeid,2015-08-01,40734.0
890,0 Hele landet,Boliger under arbeid,2015-09-01,41224.0
891,0 Hele landet,Boliger under arbeid,2015-10-01,42471.0
892,0 Hele landet,Boliger under arbeid,2015-11-01,42678.0
893,0 Hele landet,Boliger under arbeid,2015-12-01,41944.0
894,0 Hele landet,Boliger under arbeid,2016-01-01,42029.0
895,0 Hele landet,Boliger under arbeid,2016-02-01,42013.0
896,0 Hele landet,Boliger under arbeid,2016-03-01,42759.0
897,0 Hele landet,Boliger under arbeid,2016-04-01,43325.0
898,0 Hele landet,Boliger under arbeid,2016-05-01,44419.0
899,0 Hele landet,Boliger under arbeid,2016-06-01,44658.0
900,0 Hele landet,Boliger under arbeid,2016-07-01,45117.0
901,0 Hele landet,Boliger under arbeid,2016-08-01,46005.0
902,0 Hele landet,Boliger under arbeid,2016-09-01,46784.0
903,0 Hele landet,Boliger under arbeid,2016-10-01,47543.0
904,0 Hele landet,Boliger under arbeid,2016-11-01,47806.0
905,0 Hele landet,Boliger under arbeid,2016-12-01,48138.0
906,0 Hele landet,Boliger under arbeid,2017-01-01,48691.0
907,0 Hele landet,Boliger under arbeid,2017-02-01,49235.0
908,0 Hele landet,Boliger under arbeid,2017-03-01,50131.0
909,0 Hele landet,Boliger under arbeid,2017-04-01,50805.0
910,0 Hele landet,Boliger under arbeid,2017-05-01,50497.0
911,0 Hele landet,Boliger under arbeid,2017-06-01,50411.0
912,0 Hele landet,Boliger under arbeid,2017-07-01,51703.0
913,0 Hele landet,Boliger under arbeid,2017-08-01,51557.0
914,0 Hele landet,Boliger under arbeid,2017-09-01,51617.0
915,0 Hele landet,Boliger under arbeid,2017-10-01,51666.0
916,0 Hele landet,Boliger under arbeid,2017-11-01,50430.0
917,0 Hele landet,Boliger under arbeid,2017-12-01,50308.0
918,0 Hele landet,Boliger under arbeid,2018-01-01,50141.0
919,0 Hele landet,Boliger under arbeid,2018-02-01,50542.0
920,0 Hele landet,Boliger under arbeid,2018-03-01,50618.0
921,0 Hele landet,Boliger under arbeid,2018-04-01,50489.0
922,0 Hele landet,Boliger under arbeid,2018-05-01,50128.0
923,0 Hele landet,Boliger under arbeid,2018-06-01,49170.0
924,0 Hele landet,Boliger under arbeid,2018-07-01,48825.0
925,0 Hele landet,Boliger under arbeid,2018-08-01,48943.0
926,0 Hele landet,Boliger under arbeid,2018-09-01,48928.0
927,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-01-01,2143.0
928,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-02-01,2089.3
929,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-03-01,2039.1
930,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-04-01,1979.6
931,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-05-01,2004.4
932,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-06-01,2037.5
933,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-07-01,2075.9
934,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-08-01,2096.2
935,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-09-01,2131.8
936,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-10-01,2109.2
937,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-11-01,2155.2
938,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1993-12-01,2125.2
939,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-01-01,2121.4
940,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-02-01,2072.8
941,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-03-01,2057.8
942,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-04-01,2112.3
943,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-05-01,2189.9
944,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-06-01,2275.0
945,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-07-01,2368.1
946,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-08-01,2466.1
947,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-09-01,2523.1
948,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-10-01,2615.5
949,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-11-01,2631.4
950,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1994-12-01,2517.0
951,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-01-01,2479.1
952,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-02-01,2462.3
953,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-03-01,2399.3
954,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-04-01,2398.9
955,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-05-01,2429.4
956,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-06-01,2470.2
957,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-07-01,2485.0
958,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-08-01,2557.9
959,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-09-01,2586.6
960,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-10-01,2627.6
961,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-11-01,2642.5
962,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1995-12-01,2530.7
963,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-01-01,2465.8
964,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-02-01,2394.4
965,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-03-01,2340.4
966,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-04-01,2374.8
967,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-05-01,2436.2
968,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-06-01,2486.1
969,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-07-01,2563.9
970,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-08-01,2666.4
971,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-09-01,2740.1
972,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-10-01,2799.2
973,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-11-01,2795.0
974,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1996-12-01,2733.3
975,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-01-01,2714.5
976,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-02-01,2701.9
977,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-03-01,2664.1
978,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-04-01,2696.7
979,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-05-01,2762.3
980,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-06-01,2830.2
981,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-07-01,2928.7
982,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-08-01,3003.2
983,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-09-01,3100.4
984,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-10-01,3169.4
985,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-11-01,3112.3
986,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1997-12-01,3092.7
987,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-01-01,3042.2
988,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-02-01,2977.1
989,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-03-01,2959.7
990,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-04-01,2984.2
991,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-05-01,2968.5
992,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-06-01,2955.1
993,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-07-01,2979.8
994,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-08-01,2943.6
995,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-09-01,3012.7
996,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-10-01,2992.3
997,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-11-01,2975.3
998,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1998-12-01,2916.1
999,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-01-01,2841.7
1000,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-02-01,2803.2
1001,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-03-01,2773.0
1002,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-04-01,2828.8
1003,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-05-01,2823.5
1004,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-06-01,2839.5
1005,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-07-01,2855.2
1006,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-08-01,2879.2
1007,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-09-01,2941.6
1008,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-10-01,2929.4
1009,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-11-01,2950.9
1010,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",1999-12-01,2964.1
1011,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-01-01,2991.3
1012,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-02-01,2981.1
1013,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-03-01,3012.4
1014,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-04-01,3027.8
1015,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-05-01,3070.5
1016,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-06-01,3129.1
1017,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-07-01,3147.1
1018,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-08-01,3202.9
1019,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-09-01,3312.1
1020,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-10-01,3411.2
1021,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-11-01,3467.3
1022,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2000-12-01,3439.3
1023,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-01-01,3368.4
1024,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-02-01,3376.8
1025,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-03-01,3396.7
1026,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-04-01,3446.9
1027,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-05-01,3513.1
1028,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-06-01,3588.1
1029,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-07-01,3594.3
1030,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-08-01,3620.9
1031,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-09-01,3674.3
1032,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-10-01,3724.3
1033,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-11-01,3768.2
1034,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2001-12-01,3724.4
1035,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-01-01,3678.9
1036,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-02-01,3732.4
1037,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-03-01,3712.0
1038,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-04-01,3742.3
1039,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-05-01,3756.8
1040,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-06-01,3783.5
1041,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-07-01,3767.3
1042,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-08-01,3838.2
1043,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-09-01,3899.6
1044,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-10-01,3880.9
1045,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-11-01,3844.7
1046,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2002-12-01,3804.9
1047,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-01-01,3776.7
1048,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-02-01,3760.6
1049,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-03-01,3795.9
1050,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-04-01,3841.6
1051,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-05-01,3855.4
1052,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-06-01,3846.2
1053,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-07-01,3881.1
1054,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-08-01,3911.3
1055,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-09-01,3939.8
1056,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-10-01,3952.6
1057,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-11-01,3909.5
1058,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2003-12-01,3878.4
1059,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-01-01,3802.6
1060,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-02-01,3837.4
1061,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-03-01,3799.7
1062,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-04-01,3874.9
1063,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-05-01,3889.6
1064,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-06-01,3997.2
1065,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-07-01,4061.5
1066,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-08-01,4136.2
1067,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-09-01,4184.4
1068,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-10-01,4328.0
1069,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-11-01,4347.8
1070,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2004-12-01,4343.8
1071,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-01-01,4254.5
1072,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-02-01,4283.2
1073,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-03-01,4295.7
1074,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-04-01,4372.3
1075,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-05-01,4422.1
1076,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-06-01,4388.0
1077,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-07-01,4375.1
1078,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-08-01,4417.7
1079,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-09-01,4421.7
1080,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-10-01,4485.7
1081,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-11-01,4564.4
1082,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2005-12-01,4529.7
1083,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-01-01,4583.0
1084,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-02-01,4549.5
1085,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-03-01,4572.9
1086,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-04-01,4632.1
1087,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-05-01,4631.7
1088,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-06-01,4707.5
1089,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-07-01,4768.1
1090,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-08-01,4811.3
1091,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-09-01,4850.9
1092,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-10-01,4907.1
1093,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-11-01,4972.2
1094,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2006-12-01,4971.5
1095,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-01-01,4988.1
1096,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-02-01,4976.3
1097,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-03-01,4988.2
1098,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-04-01,5036.0
1099,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-05-01,5105.6
1100,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-06-01,5143.9
1101,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-07-01,5153.9
1102,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-08-01,5167.9
1103,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-09-01,5236.3
1104,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-10-01,5331.5
1105,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-11-01,5324.4
1106,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-12-01,5208.7
1107,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-01-01,5218.0
1108,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-02-01,5170.4
1109,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-03-01,5155.6
1110,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-04-01,5122.7
1111,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-05-01,5161.1
1112,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-06-01,5114.4
1113,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-07-01,5041.5
1114,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-08-01,5044.3
1115,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-09-01,5034.4
1116,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-10-01,5015.6
1117,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-11-01,5017.6
1118,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-12-01,4943.5
1119,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-01-01,5000.8
1120,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-02-01,4925.9
1121,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-03-01,4906.1
1122,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-04-01,4887.5
1123,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-05-01,4851.3
1124,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-06-01,4629.7
1125,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-07-01,4608.6
1126,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-08-01,4609.6
1127,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-09-01,4683.2
1128,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-10-01,4698.3
1129,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-11-01,4738.7
1130,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-12-01,4720.0
1131,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-01-01,4803.1
1132,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-02-01,4789.3
1133,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-03-01,4810.9
1134,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-04-01,4887.2
1135,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-05-01,4928.1
1136,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-06-01,4956.3
1137,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-07-01,4974.7
1138,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-08-01,5004.6
1139,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-09-01,5052.6
1140,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-10-01,5095.9
1141,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-11-01,5168.5
1142,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-12-01,5112.3
1143,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-01-01,5089.6
